Month,Category,Region,Revenue,Units,Discount,Margin,Profit
2025-02-01,Shirts,West,55036.024766723516,2207.9219018402996,0.27084589506183787,0.2119253302085302,11663.527722052726
2025-02-01,Shirts,East,38116.90936912913,1346.3109581304939,0.15843797036326404,0.19364297905617395,7381.0718826523525
2025-02-01,Jeans,North,71327.15063712273,2522.4016161176246,0.16383698647090483,0.20459308021794398,14593.041452018224
2025-02-01,Jeans,South,62797.732528869354,1774.8745457944285,0.15640856922101218,0.311922947675995,19588.053837773645
2025-02-01,Jeans,West,67315.28545708179,2721.5741328234944,0.10451660216787527,0.3131503626199898,21079.806050753286
2025-02-01,Jeans,East,52597.15993803333,2164.6185886198264,0.06022014560202403,0.27132265315750254,14270.800982936704
2025-02-01,Dresses,North,55936.953398557416,1535.1741009359368,0.15131165937858318,0.25876010677615663,14474.252034143614
2025-02-01,Dresses,South,51201.83659751913,1933.9417379366682,0.09475360184486933,0.24556408628709708,12573.332220291031
2025-02-01,Dresses,West,65844.01756474441,1700.9562965374907,0.07461110576047203,0.31162214133843347,20518.45374785108
2025-02-01,Dresses,East,50631.20770997617,1785.7227932388612,0.14169472574117906,0.2677706465027932,13557.551221717526
2025-02-01,Jackets,North,44087.98373085705,1189.4068365232104,0.07057945241120758,0.28691462124896744,12649.487153769489
2025-02-01,Jackets,South,43889.54498980687,1720.1791792937142,0.14318826129844067,0.21488180891462288,9431.064819849424
2025-02-01,Jackets,West,55335.81130981575,1548.4914684841754,0.15132248144103044,0.2627446687664409,14539.189413519814
2025-02-01,Jackets,East,33519.72262727749,1185.6791391070424,0.1821368010553332,0.1975282384883235,6621.0917651833215
2025-02-01,Activewear,North,56763.53898919836,1583.9352681866887,0.14857514171214242,0.20763126225147202,11785.885250187901
2025-02-01,Activewear,South,47251.90690733334,1543.227578283293,0.08997185066685146,0.2299564922928116,10865.88276655685
2025-02-01,Activewear,West,56946.02363211245,1421.6305251502013,0.145351838866749,0.28145522537067,16027.75591533971
2025-02-01,Activewear,East,41506.01082436779,1255.9513252703605,0.11809044250429199,0.34387426595413445,14272.849004913833
2025-03-01,T-Shirts,North,62723.82938549428,2158.8779453576217,0.12142790996126729,0.24896953377000725,15616.322558375992
2025-03-01,T-Shirts,South,52329.906239543656,1924.7433130827858,0.14994417466033672,0.26250955616210536,13737.100460947193
2025-03-01,T-Shirts,West,66002.49780973728,1596.3778703014586,0.15672269893044072,0.21931087724228232,14475.0656948353
2025-03-01,T-Shirts,East,47284.06891900255,1528.6576086235407,0.13990682715698405,0.2710065682963771,12814.293252828267
2025-03-01,Shirts,North,55452.05743835314,1357.42939014025,0.10394175495796054,0.27567300861574906,15286.635507964138
2025-03-01,Shirts,South,52278.9940730265,2030.3170971514226,0.16261939233007,0.19307925226040368,10093.989084546032
2025-03-01,Shirts,West,59286.91095430701,1622.2418681026313,0.18523530368657054,0.19160236033476302,11359.51207580214
2025-03-01,Shirts,East,44101.22711763213,1505.9501241595747,0.1831765870243897,0.2438707028233909,10754.997252550933
2025-03-01,Jeans,North,73147.10329398997,1906.3959490729007,0.30337291707946246,0.23040032550121112,16853.116408406004
2025-03-01,Jeans,South,65215.835634856674,1701.6850928510357,0.11581288399118445,0.2760294133203498,18001.48884948585
2025-03-01,Jeans,West,72254.34360197754,2099.864985267384,0.1193431626966996,0.24684262808476845,17835.45206525201
2025-03-01,Jeans,East,51630.18031721317,1528.985627667956,0.1608817085668531,0.1772463465099636,9151.260830876668
2025-03-01,Dresses,North,61334.95034636973,2333.2728022872507,0.17900277686353147,0.28196233303741475,17294.1456963964
2025-03-01,Dresses,South,55143.141620794064,1977.5355802375877,0.09713350157272885,0.26357932508491405,14534.592051470732
2025-03-01,Dresses,West,66969.75675477339,1985.381361205543,0.10067798435773824,0.3024829476581013,20257.209427129896
2025-03-01,Dresses,East,49236.62973683835,1184.5598467562502,0.04,0.2825259010169299,13910.623179437222
2025-03-01,Jackets,North,48317.20775012042,1514.5754776845292,0.1683595000658301,0.204060507255473,9859.633922657644
2025-03-01,Jackets,South,47585.98429318872,1754.690874080771,0.10862746099775697,0.22911386551070512,10902.608805544167
2025-03-01,Jackets,West,58359.61923115582,1626.361235395514,0.148224176993243,0.2513269073434793,14667.34261510943
2025-03-01,Jackets,East,40903.42433020024,1168.3029724777505,0.0616283515320694,0.25148188441345687,10286.470229521998
2025-03-01,Activewear,North,61120.34502042427,2519.4829308293606,0.09815487404715487,0.24733707544126238,15117.327387312662
2025-03-01,Activewear,South,54801.686083197084,2127.3108343575163,0.04,0.24014643255329982,13160.429410785599
2025-03-01,Activewear,West,59774.87531148491,1917.5155391664368,0.07384975681158178,0.3181599529310143,19017.971515559286
2025-03-01,Activewear,East,45839.825525196095,1847.227616717291,0.1948572980079752,0.1715447704059283,7863.582345167576
2025-04-01,T-Shirts,North,67560.25550355665,1884.1851009106624,0.16046048774588142,0.2267528158848372,15319.47817733054
2025-04-01,T-Shirts,South,55400.614616441664,1603.7713647775201,0.16510828053630616,0.25538667542052945,14148.578783147028
2025-04-01,T-Shirts,West,73239.27769835782,2271.0873230166453,0.1042983025527918,0.27753529205333183,20326.48432578881
2025-04-01,T-Shirts,East,47670.843576024425,1540.2610176412686,0.17264463404807648,0.20777989488945242,9905.042867517883
2025-04-01,Shirts,North,56735.496455493085,1447.047799369133,0.13781495794035253,0.21998646394915683,12481.041245643844
2025-04-01,Shirts,South,48930.714728853425,1339.0535167305745,0.2004819943944963,0.2305867851926076,11282.776206502886
2025-04-01,Shirts,West,63607.957142839456,2187.597874086415,0.18833329788656256,0.2433941411059807,15481.80409628744
2025-04-01,Shirts,East,41243.26142768288,1070.6132527029542,0.15905942827161335,0.23843565852074267,9833.864198052714
2025-04-01,Jeans,North,79722.46999230109,2645.5579472396985,0.10337928750238766,0.3081673415285407,24567.861637616286
2025-04-01,Jeans,South,63206.46934770194,1681.8384666872826,0.18874654632194482,0.22467384324446588,14200.840386261723
2025-04-01,Jeans,West,81986.04860435637,2644.231000305103,0.11603799595329448,0.23990028523624793,19668.47644557798
2025-04-01,Jeans,East,53825.7716958457,1309.5939407715084,0.13436481842467232,0.2638028094416566,14199.389793729299
2025-04-01,Dresses,North,62972.81116755283,2150.8728220074654,0.2241574274058457,0.2537172026702041,15977.285493710491
2025-04-01,Dresses,South,53565.494000689825,1426.7869584873001,0.15808539176734698,0.2566622057056783,13748.23783993133
2025-04-01,Dresses,West,69906.90009594208,2792.248723366319,0.08962355328313759,0.18548113514884207,12966.411184532033
2025-04-01,Dresses,East,54113.52849696208,1353.559819201219,0.09285262614433698,0.24625307639162727,13325.622866782902
2025-04-01,Jackets,North,53700.508991525974,1528.712805495228,0.10463239512382114,0.23821304246507297,12792.161628794409
2025-04-01,Jackets,South,46170.970150619716,1190.1734229678598,0.10880327624717548,0.26004060112100585,12006.32683230717
2025-04-01,Jackets,West,51267.59137418547,1327.1310085241996,0.06666413015305502,0.24341959393077595,12479.536274113178
2025-04-01,Jackets,East,42204.24358641526,1654.8728478062287,0.1439908404519102,0.29124067343506577,12291.592323925135
2025-04-01,Activewear,North,62657.16258936183,2409.746776946238,0.12280276615164579,0.23643768337425317,14814.514369432634
2025-04-01,Activewear,South,52017.10274026702,1603.689624212424,0.14452233521521404,0.21046409965034377,10947.732694649729
2025-04-01,Activewear,West,65289.95007772764,1580.1394705667021,0.198973251085116,0.16976301308368652,11083.818649278517
2025-04-01,Activewear,East,42668.49422880332,1076.541602897681,0.14008416168146876,0.24141127743884874,10300.655698167555
2025-05-01,T-Shirts,North,66749.02402542625,1610.4496427438767,0.12521455972650403,0.3258265495105757,21748.604181403152
2025-05-01,T-Shirts,South,59022.366068356125,1616.011724052959,0.25689321058802006,0.17323021159311122,10224.4569627474
2025-05-01,T-Shirts,West,73812.8643821466,2974.1623315356214,0.16825039025822583,0.22722974566258808,16772.478400182277
2025-05-01,T-Shirts,East,52315.98533869975,1487.8394261215803,0.12221251710186509,0.22624687642380642,11836.328269914471
2025-05-01,Shirts,North,52998.62645932593,1535.9334106016904,0.13634102402436576,0.17533591349422428,9292.562584185078
2025-05-01,Shirts,South,53221.57670746803,1377.0738285577147,0.1195713397893239,0.2653672020764643,14123.260900958716
2025-05-01,Shirts,West,59038.5447251995,1447.4093898262395,0.24241564446344593,0.20257813538507718,11959.918306279398
2025-05-01,Shirts,East,44179.329645564365,1144.8399971946963,0.08290894619091052,0.3083674019289708,13623.46510176624
2025-05-01,Jeans,North,77392.69501107413,2459.5070176639165,0.18570173403880577,0.221202389843308,17119.44909286386
2025-05-01,Jeans,South,67517.96656456312,1706.5073128552096,0.13023596648731825,0.24606173251120456,16613.587828509983
2025-05-01,Jeans,West,80578.81777162851,2509.4778458730048,0.15802824695563744,0.18678945952156187,15051.273820448914
2025-05-01,Jeans,East,59958.57172953147,1661.334288237019,0.060964862316897,0.31338098695553385,18789.876385044743
2025-05-01,Dresses,North,70206.04694822899,2104.1484675448373,0.0963181058549551,0.26030881433825204,18275.252840469147
2025-05-01,Dresses,South,65068.11399336104,1654.024564918236,0.2227336566196894,0.27348014966862083,17794.837553559257
2025-05-01,Dresses,West,72141.06736467809,2731.346307344179,0.173720692792946,0.28131433860842564,20294.316652200298
2025-05-01,Dresses,East,54048.8602741693,1941.873714270238,0.17762910190823145,0.16627393230730997,8986.916534514481
2025-05-01,Jackets,North,51328.42989263519,1274.4534519074987,0.04,0.28300470467106975,14526.187142994931
2025-05-01,Jackets,South,42040.23938783941,1103.251732922514,0.20328769955070813,0.17054575411973094,7169.784329773088
2025-05-01,Jackets,West,52786.61687433418,1636.0615886842413,0.12750035354965217,0.24515790636903617,12941.056477216203
2025-05-01,Jackets,East,41966.96586034474,1402.7550831868627,0.07129887247728162,0.28848393384200277,12106.79540280528
2025-05-01,Activewear,North,63823.45605488678,2340.0977823381763,0.08770540961526901,0.2854609877410689,18219.106806476684
2025-05-01,Activewear,South,53531.980475355704,1645.5525848001412,0.08564232791490053,0.2776668132729094,14864.054426779623
2025-05-01,Activewear,West,64434.517009808485,2370.1195368205636,0.09432072254819451,0.20679463668499354,13324.712535016382
2025-05-01,Activewear,East,46292.66071540771,1514.9679811520753,0.21841263098123753,0.21478980347557736,9943.191497424
2025-06-01,T-Shirts,North,67842.60144869017,1707.8313437514653,0.16962909598304,0.2604272156669538,17668.059798885228
2025-06-01,T-Shirts,South,59261.37393321165,1581.6245127331406,0.13612744835752627,0.222201754652302,13167.98127106582
2025-06-01,T-Shirts,West,73720.49372063037,2098.589848069222,0.05641354758689869,0.24832691195048637,18306.782553109362
2025-06-01,T-Shirts,East,46403.38673443595,1238.9276420858498,0.1859450633375095,0.23581298324089545,10942.521058328335
2025-06-01,Shirts,North,74572.91637524331,2876.0322299010813,0.21038087101455596,0.2696992545016887,20112.259952419892
2025-06-01,Shirts,South,47962.119521563516,1690.9225203875556,0.12596421646220635,0.19613364440230915,9406.985295023389
2025-06-01,Shirts,West,65249.53556174842,2494.656603648726,0.11133033983735223,0.25867217669551507,16878.23939212888
2025-06-01,Shirts,East,50080.00019101286,1382.5148791259094,0.1596412311407522,0.2859236139618876,14319.054641826418
2025-06-01,Jeans,North,83122.19255149078,2404.9375216596263,0.09124221094022814,0.24264756661034678,20169.39775393593
2025-06-01,Jeans,South,78236.50018872492,2975.1739768985553,0.09059717859768593,0.20989299690705815,16421.293492131095
2025-06-01,Jeans,West,92281.08494363408,3034.5896317519405,0.2159237488211559,0.21539587051916287,19876.964623886877
2025-06-01,Jeans,East,62331.15263720191,2204.8451109281964,0.1007210843895178,0.2376982320319044,14816.00478237367
2025-06-01,Dresses,North,70884.47302322413,2613.664412264782,0.09112041536440829,0.17051127136427952,12086.60161517692
2025-06-01,Dresses,South,66113.79372083637,1586.1163300827293,0.11924733789101157,0.21649870356669002,14313.550628436646
2025-06-01,Dresses,West,75265.97056508999,2779.8063114032184,0.16399260516215902,0.25109366953030754,18898.80873994856
2025-06-01,Dresses,East,55419.909373576105,1628.9561405229138,0.05487676234953828,0.2898107399109593,16061.284941354399
2025-06-01,Jackets,North,56219.673474393116,1884.9073628430488,0.15567694008669217,0.24530457821219256,13790.943288863195
2025-06-01,Jackets,South,43087.165551387014,1519.1127738738144,0.1416875125774667,0.20875828871923233,8994.80294626981
2025-06-01,Jackets,West,64071.55611606407,2392.6466018838782,0.05523159719789682,0.36,23065.760201783065
2025-06-01,Jackets,East,39766.61297652725,1594.9502356547573,0.09128139856222214,0.24459206645517834,9726.59804385211
2025-06-01,Activewear,North,70167.18165167134,2454.811468982218,0.1040398658714583,0.2923075656139851,20510.39805459433
2025-06-01,Activewear,South,60268.77852211194,1735.7770590269135,0.04,0.24810866605853327,14953.206244098374
2025-06-01,Activewear,West,72773.11169186444,1868.3174418372573,0.12086295762806533,0.2536384897838402,18458.06214639522
2025-06-01,Activewear,East,49965.44745912792,1832.7741808427845,0.1338965404362805,0.237687507608579,11876.162673107523
2025-07-01,T-Shirts,North,72945.12530715595,2750.9953522749843,0.1714489379485546,0.20918480987265714,15259.012168514568
2025-07-01,T-Shirts,South,61531.01854287843,2283.5099578858285,0.17775034640702336,0.21305292192883257,13109.363289817427
2025-07-01,T-Shirts,West,73873.8306820488,2425.3572037288614,0.2533930359390447,0.1918553212676205,14173.087518774275
2025-07-01,T-Shirts,East,53929.579530097304,1393.5727617023233,0.06828439591699659,0.23081744054694203,12447.887516909817
2025-07-01,Shirts,North,55577.637121682215,1483.7729490172735,0.14418189321814112,0.18422751958762715,10238.930231468745
2025-07-01,Shirts,South,53918.96510754242,1341.5233349595296,0.19732325115325702,0.14354712628108407,7739.912493237757
2025-07-01,Shirts,West,66574.8006576918,2550.3516905931247,0.19468893372491353,0.22764067650050043,15155.132659602921
2025-07-01,Shirts,East,47779.12133730563,1591.1363495306412,0.17523233833724863,0.21413360459543493,10231.115476359912
2025-07-01,Jeans,North,83204.29779372763,2075.434267595355,0.2321811786011978,0.19167776165234057,15948.413560956491
2025-07-01,Jeans,South,71471.09236222183,2413.66718690502,0.16736511174449106,0.20145927698261776,14398.514592451103
2025-07-01,Jeans,West,85635.95780488796,2270.0502569356463,0.10850541489556975,0.23985966910449713,20540.612502527107
2025-07-01,Jeans,East,62871.72213101175,1621.1308961021339,0.1178556279117983,0.21449380017848982,13485.59460364677
2025-07-01,Dresses,North,69439.68026353476,2468.8325337603856,0.14697852218701835,0.2722922783895812,18907.888749601912
2025-07-01,Dresses,South,65208.99789265228,1834.7718550487214,0.14860457064506655,0.303676253713759,19802.42418846905
2025-07-01,Dresses,West,72298.00028994266,2651.312461584435,0.07399053835098623,0.270074108702485,19525.817989278265
2025-07-01,Dresses,East,55675.74934720137,1783.6030364023613,0.1594464545359326,0.23224827743055765,12930.596880543011
2025-07-01,Jackets,North,57552.357882396886,1738.4270057931908,0.07935299287157306,0.25512683480649406,14683.150902186497
2025-07-01,Jackets,South,49413.77662519208,1244.7349963927688,0.13492276575722018,0.26817886382142714,13251.730472469806
2025-07-01,Jackets,West,61720.41247422139,1680.3679843145974,0.1400747810925609,0.24973236425768136,15413.584530146596
2025-07-01,Jackets,East,39729.416445677314,1137.6983304202547,0.20169339819877286,0.201514761955338,8006.063897675154
2025-07-01,Activewear,North,61072.93707434455,1463.6261857361953,0.12433958859551583,0.33533533255238146,20479.913663775995
2025-07-01,Activewear,South,57782.29450426999,1853.0628027813827,0.12288964456394548,0.23204778695445938,13408.25356486667
2025-07-01,Activewear,West,64705.628580576,1921.5809803692973,0.05553144976604038,0.2625182075812623,16986.40563539171
2025-07-01,Activewear,East,49969.55193321565,1652.1504876147276,0.11488968853194423,0.3082043623989483,15400.833892937862
2025-08-01,T-Shirts,North,63689.605084895615,2400.172667453122,0.09235856710968522,0.25744163059951686,16396.355785294807
2025-08-01,T-Shirts,South,52108.09158961046,1652.092719154267,0.1496079461406095,0.2620044416192563,13652.551440780955
2025-08-01,T-Shirts,West,75515.536762477,3115.880130608018,0.21069542632964908,0.18065487481553413,13642.249840453149
2025-08-01,T-Shirts,East,49691.67949399581,1203.2097577126947,0.14790000892503263,0.1995065900702801,9913.817530712366
2025-08-01,Shirts,North,66664.9507625368,2644.6604039339577,0.16266482953065198,0.205678279981065,13711.532407860956
2025-08-01,Shirts,South,52665.365429702746,1311.226075255398,0.13418520969038938,0.22389511366495,11791.517979089424
2025-08-01,Shirts,West,61842.5437444829,1810.0005743175057,0.1355458852989806,0.2911593195617669,18006.032956612446
2025-08-01,Shirts,East,37284.85443611415,1167.5696852276876,0.2160738336623933,0.1418055000838771,5287.19742886773
2025-08-01,Jeans,North,74366.40071537801,1882.1151802405132,0.11328516103018939,0.2451044648027475,18227.536846649386
2025-08-01,Jeans,South,67821.80504062306,2348.936923639993,0.0800240869540377,0.3233210350859136,21928.21620712928
2025-08-01,Jeans,West,84546.58866732978,3452.610594711593,0.18721997927473716,0.19981655363275844,16893.807968912268
2025-08-01,Jeans,East,54410.94822006379,1507.476135207185,0.1063965880174102,0.26988930383688353,14684.932936217732
2025-08-01,Dresses,North,62587.113402788214,2426.80289677691,0.16208492935775748,0.2617555115091111,16382.521882625571
2025-08-01,Dresses,South,55327.59605310807,1404.163312103984,0.1137565225381414,0.29076176022939915,16087.14921766286
2025-08-01,Dresses,West,66949.02770119172,2286.7714301109263,0.15771710231249186,0.1763567431682338,11806.912483662038
2025-08-01,Dresses,East,55047.097697676065,1373.8387978925173,0.10647746407664323,0.289448210477466,15933.283920570575
2025-08-01,Jackets,North,51359.45129724442,1483.2922169377402,0.06661924166363982,0.2931555703427844,15056.309237536147
2025-08-01,Jackets,South,42849.49256991696,1365.96426027233,0.04,0.3353759728901513,14370.69025848521
2025-08-01,Jackets,West,57339.29895285741,1519.1268867687095,0.12564790996583236,0.28003702566800437,16057.126732646706
2025-08-01,Jackets,East,39887.74774113928,1038.8139130099703,0.11363745045037649,0.24823379551213087,9901.487016213428
2025-08-01,Activewear,North,61915.203861494956,1748.8882157191176,0.05304242233045185,0.24963524457579692,15456.21705892462
2025-08-01,Activewear,South,51725.45324433858,1325.3168714984054,0.1308295269879427,0.2563750252418785,13261.11438116491
2025-08-01,Activewear,West,62673.01258122886,2575.8468495336806,0.09497628735689594,0.19972254491591498,12517.213570270185
2025-08-01,Activewear,East,46912.98570098883,1380.8007050806896,0.17631200367965397,0.2448317105965776,11485.786538365881
2025-09-01,T-Shirts,North,62757.27760920834,1802.888059256721,0.20422109427754814,0.18339109079814014,11509.125596274413
2025-09-01,T-Shirts,South,55324.11320908173,1367.3977533447176,0.07716065959007597,0.21820857530772383,12072.195923516949
2025-09-01,T-Shirts,West,63396.62773839665,2348.6233978643513,0.16117409725948753,0.22140860793878997,14036.559095572082
2025-09-01,T-Shirts,East,46785.24223971008,1342.215163089741,0.13248169886536232,0.19439826700743537,9094.970012922704
2025-09-01,Shirts,North,53094.99275548653,1437.2206483046566,0.099174192747265,0.2753778761105159,14621.186337109108
2025-09-01,Shirts,South,43948.261315645555,1349.3931801995325,0.18219930553964003,0.2326995073904466,10226.73875881734
2025-09-01,Shirts,West,56538.59600639676,2301.938587199301,0.19151394457340462,0.24423495965090594,13808.701714341183
2025-09-01,Shirts,East,38334.76073879967,1537.9634320002542,0.2752038042220958,0.1903165720319037,7295.740253471561
2025-09-01,Jeans,North,77185.68014247435,2977.9840803197317,0.09835706086933507,0.2618696183512148,20212.584601088696
2025-09-01,Jeans,South,61965.06540961924,1882.358505357253,0.10178648239955047,0.3178104306900498,19693.1441255682
2025-09-01,Jeans,West,80013.71289972462,2084.2611248269095,0.10468899508475796,0.21528651898617301,17225.873721340762
2025-09-01,Jeans,East,57065.18311388191,1648.1322952798046,0.09727882708788091,0.247289258274939,14111.606805555431
2025-09-01,Dresses,North,64002.95317199585,2341.652040118743,0.1579302443897805,0.2719843181945113,17407.799580920524
2025-09-01,Dresses,South,56251.13921841502,1512.9388559674344,0.1551905701568968,0.27351062583949787,15385.284291813414
2025-09-01,Dresses,West,71304.92251248605,2502.451816332846,0.15066310356527965,0.183838598592731,13108.59702745871
2025-09-01,Dresses,East,47906.76770876227,1146.697784072004,0.14933281986096636,0.24500258209937065,11737.281788681506
2025-09-01,Jackets,North,51939.20583626319,1283.121522699743,0.07254631408808608,0.2802411806722679,14555.504366734342
2025-09-01,Jackets,South,43977.85773662064,1060.242686832282,0.12822001807645053,0.26897551808128417,11828.967068812548
2025-09-01,Jackets,West,54374.361751180666,1828.0900953750738,0.13133902627730853,0.1948507435201859,10594.88481565311
2025-09-01,Jackets,East,39324.458641282145,1502.6424221012421,0.13999601972351708,0.22424519133854728,8818.320752299103
2025-09-01,Activewear,North,62343.139719949504,2476.2517563934407,0.08974267140012232,0.2730300288925015,17021.54923898707
2025-09-01,Activewear,South,45327.22657338446,1185.5519174013268,0.17643300427608857,0.17625383544707496,7989.0975337375885
2025-09-01,Activewear,West,62773.78681492354,2226.55213815899,0.17003338580305466,0.25545730062612143,16036.02212981998
2025-09-01,Activewear,East,43722.615931061504,1139.2595759478884,0.10672201974548326,0.30197445349557617,13203.113051179269
2025-10-01,T-Shirts,North,80197.40255753462,2018.7540381621388,0.14367226478021533,0.18085099594726162,14503.780124913601
2025-10-01,T-Shirts,South,55921.08759126153,1500.1707631224167,0.14109159323068643,0.23075548105914198,12904.09746847197
2025-10-01,T-Shirts,West,69944.1419077451,2384.4420823402425,0.11866066240821108,0.1807900276183615,12645.203347243832
2025-10-01,T-Shirts,East,49706.22432481326,1371.8248874075841,0.20429450793144627,0.21100731267610098,10488.376818054288
2025-10-01,Shirts,North,64174.704196769555,1831.3964347651229,0.19036687714749717,0.2642201950018032,16956.252857053492
2025-10-01,Shirts,South,60945.43980678694,1834.1374331007432,0.1313017007086908,0.2254595113268946,13740.729076440854
2025-10-01,Shirts,West,65927.02393792314,1733.4382004992603,0.13500352963778856,0.2253898480053475,14859.281904813402
2025-10-01,Shirts,East,47677.47980060144,1150.411529280708,0.22392269115954347,0.1916509378129281,9137.433716342202
2025-10-01,Jeans,North,79694.37688688567,2060.0849066188957,0.15121370003738818,0.21239282921537178,16926.514179561782
2025-10-01,Jeans,South,69813.6701183951,2073.742792268842,0.19963773405985277,0.2829825116373948,19756.047716727982
2025-10-01,Jeans,West,85615.3061920464,2140.518286728086,0.11255342980288072,0.2696287681666187,23084.34954476935
2025-10-01,Jeans,East,66179.10979375528,1951.297818777709,0.12203737476276778,0.21934651527418536,14516.157117207933
2025-10-01,Dresses,North,68324.97066399145,1845.5453224358348,0.09710814820261365,0.22658034019741025,15481.095097025258
2025-10-01,Dresses,South,64260.96903302418,2298.046885299055,0.1067074915433723,0.2604849562671811,16739.01570825398
2025-10-01,Dresses,West,78363.24647749617,2400.0583860454117,0.18347769730516378,0.267979788671542,20999.76623065538
2025-10-01,Dresses,East,56333.055505202174,1861.5995479082926,0.16068511703318403,0.29839496543914673,16809.500150556338
2025-10-01,Jackets,North,60763.96638928989,1584.3065068278204,0.11383185591458232,0.28281373292266604,17184.884161742488
2025-10-01,Jackets,South,52381.407445125704,1322.385613215832,0.1669216981538814,0.24933199673489692,13060.360910077387
2025-10-01,Jackets,West,66120.93611225704,1881.9105468697749,0.18261830157005526,0.20336189807885188,13446.479070539093
2025-10-01,Jackets,East,45190.58032416399,1133.8556388068405,0.12247968638574155,0.25226708879015675,11400.096139114587
2025-10-01,Activewear,North,71539.8847610288,2660.100430228356,0.09323789480557437,0.272005576235559,19459.247578249127
2025-10-01,Activewear,South,59622.18570020366,1799.4033734672241,0.13859945806089566,0.24311546886415172,14495.075631210535
2025-10-01,Activewear,West,65848.59850318251,1859.494171900308,0.16358141047122493,0.2850761874281807,18771.867408776277
2025-10-01,Activewear,East,50759.681842782,1957.894166901247,0.141222265766984,0.2957830717732772,15013.854617692303
2025-11-01,T-Shirts,North,76380.75972426942,2158.429390003105,0.17255596865966527,0.2357495150152849,18006.727061495523
2025-11-01,T-Shirts,South,68268.15538620552,2706.7909225751737,0.20831342874368974,0.18116226446032146,12367.613620294083
2025-11-01,T-Shirts,West,82052.68179855075,2714.6485399445937,0.1284945633277372,0.2282222874659372,18726.25073277992
2025-11-01,T-Shirts,East,57824.09707254525,1456.979157109423,0.13484851687277852,0.2560054347217857,14803.283108451684
2025-11-01,Shirts,North,75375.82244035178,2076.508020782656,0.15704123825171556,0.17550079229404314,13228.516558096853
